ID|German_Text|German_StageDir
80365fff|Die Menschen suhlen sich im Chaos. Wir sollten sie von diesem Irrweg befreien.|N/A: 
80365ffe|Wir sollten es seiner Wurzel berauben.|N/A: 
80365ffd|In diesen Kuppeln keimt das alte Leben.|N/A: 
80365cee|In dem Punkt sind wir uns nicht unähnlich.|N/A: 
80365ced|Scharfsinnige Beobachtung.|N/A: 
80365cec|Was das Meer verschlingt, gibt es nicht mehr frei.|N/A: 
80365ceb|Es ist widersinnig, dass es noch Menschen gibt, die es ablehnen, von seiner Macht zu kosten.|N/A: 
80365ce9|Das Elex pulsiert in meinen Adern!|N/A: 
80365ce7|Dieser Turm ist ebenso herausragend wie unnütz.|N/A: 
80365ce6|Ich analysiere die Gegend, mehr nicht.|N/A: 
80365ce5|Wie meinst du das?|N/A: 
80365ccd|Eine Straße ins Nichts. Ein Ort der Verblendung.|N/A: 
80365ccc|Aber sie wird durch den Frevel der Berserker zunichte gemacht.|N/A: 
80365ccb|Eine gewisse Ästhetik kann ich diesem Ort nicht absprechen.|N/A: 
80365cca|Diese Wehranlage ist erbärmlich.|N/A: 
80365cc9|Korrekt. Bisher.|N/A: 
80365cc8|Bisher gibt es noch keinen klaren Sieger.|N/A: 
80365cc7|Wenn der Krieg im Sinne der Albs entschieden wurde, werden wir diese Verteidigungsanlagen nicht mehr brauchen.|N/A: 
80365cc6|Ein Kleriker namens Xander hat sie mir gegeben.|N/A: 
80365cc5|So so. Dann scheinst du sein Vertrauen zu haben.|N/A: 
80365cc4|Rat hat sie mir gegeben.|N/A: 
80365cac|Dann ist es so vorherbestimmt.|N/A: 
80365cab|Wenn es dir so wichtig ist, behalte ich es für mich.|N/A: 
80365caa|Gut, denn wer wir sind und wohin wir gehen, sind Fragen, die jeder für sich selbst beantworten muss.|N/A: 
80365ca8|Und das können sie auch ohne dein Zutun, schließlich hast du es auch geschafft.|N/A: 
80365ca7|Das musst du auch nicht.|N/A: 
80365ca6|Ich kann keinen Gott verehren, dessen Existenz widerlegt ist.|N/A: 
80365ca5|Denk daran, die Suche nach Calaan ist die Suche nach dem Menschen in uns selbst.|N/A: 
80365ca3|Alles was ich erwarte, ist, dass du den Menschen selbst die Entscheidung überlässt, ob sie die Wahrheit sehen wollen.|N/A: 
80365c8b|Was, wenn immer mehr Leute hinter sein Geheimnis kommen?|N/A: 
80365c8a|Welchen Namen sie trägt, ist letzten Endes egal.|N/A: 
80365c89|Es braucht eine zentrale Figur, aus der wir Menschen unsere Kraft schöpfen.|N/A: 
80365c88|Sieh dich um, sieh, was wir im Glauben an ihn erschaffen haben.|N/A: 
80365c87|Mit der Zeit erkannte ich aber, dass es keinen real existierenden Gott braucht, um ihn Wirklichkeit werden zu lassen.|N/A: 
80365c86|Erst konnte ich nicht verkraften, was ich sah und war kurz davor, zu verzweifeln.|N/A: 
80365c85|Als ich mich vor vielen Jahren selbst auf die Suche nach Calaan begeben habe, war ich genauso irritiert, wie du es jetzt bist.|N/A: 
80365c84|Ich bin mit diesem Wissen nicht geboren worden.|N/A: 
80365c83|Nein, das wäre grausam.|N/A: 
80365c82|Um ihnen damit das letzte bisschen zu nehmen, das sie am Leben hält?|N/A: 
80365c6a|Die Menschen haben ein Recht, die Wahrheit zu erfahren.|N/A: 
80365c69|Er ist ein Symbol, er ist Hoffnung, er ist die Zukunft und der letzte Anker, an dem sich die Menschheit festhalten kann.|N/A: 
80365c68|Mittlerweile ist er aber vieles mehr.|N/A: 
80365c67|Calaan mag ursprünglich wirklich nur ein Stück seelenloses Metall gewesen sein.|N/A: 
80365c66|Seit wann weißt du, was es mit Calaan auf sich hat?|N/A: 
80365c65|Ja, es ist die Wahrheit und dennoch liegst du falsch.|N/A: 
80365c64|Darum hör mir zu. Und du wirst mir GUT zuhören.|eindringlich
80365c63|Aber bei dir gestaltet sich der Fall schwieriger.|nachdenklich
80365c62|Wärst du keiner von uns, hätte ich es bei ein paar mahnenden Worten belassen.|nachdenklich
80365c61|Das ist ja nichts Neues.|N/A: 
80365c49|Aber was rege ich mich auf, derlei Unsinn kann nur aus dem Mund eines Outlaws kommen.|N/A: 
80365c48|Ich sehe es gar nicht ein, mit einem Berserker zu diskutieren.|N/A: 
80365c47|Aber spar dir die Antwort.|N/A: 
80365c46|Du bist einfach noch nicht von ihm erleuchtet worden, also empfinde ich einzig und allein Mitleid mit dir.|N/A: 
80365c45|Und von diesem Standpunkt aus gesehen wundert es mich auch nicht, dass du ihn in Frage stellst.|N/A: 
80365c44|Unser Herz weiß um die Größe unseres Gottes!|N/A: 
80365c43|Kein Kleriker würde dir Glauben schenken.|N/A: 
80365c42|Wenn du vorhast, deine blasphemischen Ansichten unter unser Volk zu tragen, wirst du scheitern.|N/A: 
80365c41|Meine Augen täuschen mich nicht.|N/A: 
80365c40|Du wagst es, unseren Gott in Frage zu stellen?|erzürnt
80365c28|Nur ein Außenstehender kann die Frechheit besitzen, seine Existenz anzuzweifeln.|N/A: 
80365c27|Calaan ist nichts weiter als eine Rakete.|N/A: 
80365c26|Was redest du da?|angriffslustig
80365c25|Ich kenne das Geheimnis, dass sich hinter Calaan verbirgt.|N/A: 
80365c24|Viel Erfolg!|N/A: 
80365c23|Ich würde ja mitkommen, aber ich bin hier wesentlich besser aufgehoben als da draußen.|N/A: 
80365c22|Eine Karte? Nun, dann such den Ort auf, der auf ihr verzeichnet ist.|N/A: 
80365c21|Ja, eine Karte.|N/A: 
80365c20|Ich bin mir sicher, wenn du ihnen nachgehst, stößt du auf weitere Hinweise.|N/A: 
80365c1f|Ich habe dir doch gesagt, dass ich mich bei dir melde, wenn ich auf etwas Interessantes stoße.|N/A: 
80365c07|Erinnerst du dich nicht mehr? Das Buch, das du mir aus dem Archiv geholt hast.|N/A: 
80365c06|Genau!|freudig
80365c05|Du meinst das Buch aus dem Archiv?|N/A: 
80365c04|Wovon redest du?|N/A: 
80365c03|Bitte lass mich allein.|N/A: 
80365c02|Besser du gehst jetzt. Wenn uns jemand hört, dann gibt es nichts, was uns retten kann.|N/A: 
80365c01|Unsere gesamte Gesellschaft würde zusammenbrechen und die Folgen wären nicht abzusehen.|N/A: 
80365c00|Ich will es zwar nicht glauben, ABER wenn es stimmt was du sagst, muss es ein Geheimnis bleiben!|N/A: 
80365bff|Nur versuch nicht den Code im Kopf zu knacken, schnapp dir am besten einen Zettel und einen Stift und leg los!|N/A: 
80365bfe|Gut, dass ich dich treffe!|N/A: 
80365be6|Kannst du mir mit dem Rätsel von Arvids Lehren weiterhelfen?|N/A: 
80365be5|Hast du sonst noch etwas entdeckt?|N/A: 
80365be4|Und wenn es ein Puzzlestück gibt, dann müsste sich auch der Rest finden lassen.|N/A: 
80365be3|Hmm. Das sieht aus wie ein Teil eines größeren Rätsels.|N/A: 
80365be2|Hier, wirf mal einen Blick darauf.|N/A: 
80365be1|Und, was hast du entdeckt?|N/A: 
80365be0|Ich bin den Koordinaten aus Arvids Lehren nachgegangen.|N/A: 
80365bde|Lass mich jetzt allein.|N/A: 
80365bdd|Vielleicht finde ich die Antwort auch im Gebet. Calaan wird mich nicht enttäuschen.|N/A: 
80365bc3|Sieh es ein, der Gott der Kleriker ist eine Farce, ein Instrument zur Kontrolle.|N/A: 
80365bc2|Das kann nicht sein! Sicher, Arvid hat in seinem Buch nicht nur den reinen Glauben verkündet, aber...|aufgelöst/wird unterbrochen
80365bc1|Es ist die Wahrheit. Calaan ist nichts weiter als eine Rakete. Ein Relikt aus der alten Welt.|N/A: 
80365bc0|Wenn das jemand mitbekommt, verfrachten sie dich in die Grube!|besorgt
80365bbf|Was erzählst du da? Blasphemie ist ein schweres Vergehen!|besorgt
80365bbd|Pah, wenn DU es mir nicht sagen willst, werde ich es früher oder später selbst herausfinden.|N/A: 
80365bbc|Vertrau mir. Ich weiß, dass es schwer für dich ist.|N/A: 
803658ad|Aber... aber...|perplex/flehend
803658ac|Das bin ich auch, aber es wäre zu gefährlich dich einzuweihen. Es ist zu deinem Besten.|N/A: 
803658aa|Das kann doch nicht sein, du MUSST doch auf etwas gestoßen sein.|N/A: 
803658a9|Nichts.|N/A: 
803658a8|Calaan ist eine Lüge.|N/A: 
803658a7|Spann mich nicht auf die Folter, WAS hast du entdeckt?|freudig
803658a6|Ich sehe es in deinen Augen, du hast das Rätsel entschlüsselt!|euphorisch/freudig
803658a5|Es war mir unmöglich, den Code zu dechiffrieren. Aber ich bin mir sicher, das schaffst du.|N/A: 
803658a4|Wir wissen also, WO sich das Ziel befindet, aber nicht, wie wir es erreichen können.|N/A: 
8036588c|Eine letzte Hürde gibt es jedoch noch. Das Ziel deiner Suche scheint allem Anschein nach mit einem Code gesichert zu sein.|N/A: 
8036588b|Du sagtest ja, du weißt wo du suchen musst. Wenn deine Koordinaten mit den meinen übereinstimmen, bist du so gut wie am Ziel.|N/A: 
8036588a|Die Koordinaten habe ich dir bereits auf deinen Adjutor übermittelt.|N/A: 
80365889|Hm, das war doch etwas schwieriger als erwartet, aber ich glaube, ich weiß nun recht genau, WO unsere Suche endet.|N/A: 
80365888|Am besten machst du es dir gemütlich, während ich die Zeilen überfliege.|N/A: 
80365887|Ich brauche auch nicht lange, versprochen.|N/A: 
80365886|Aber gewähre mir einen Blick auf die Unterlagen, um deine Vermutung zu verifizieren.|N/A: 
80365885|Du bist wirklich unglaublich!|freudig
80365884|Dann lass mich dir helfen, schließlich hast du schon einiges auf dich genommen.|N/A: 
80365883|Ich hatte noch keine Zeit, der Spur nachzugehen.|N/A: 
8036586b|Ich habe eine ungefähre Ahnung, an welchem Ort die Lösung begraben liegt.|N/A: 
8036586a|Hast du ihr Muster schon entschlüsseln können?|N/A: 
80365868|Unglaublich, du musst ja einiges an Wegstrecke dafür zurückgelegt haben.|N/A: 
80365867|Hey, bist du schon einen Schritt weiter, was das Geheimnis um Arvids Lehren angeht?|N/A: 
80365866|Ja, ich habe alle Hinweise zusammengetragen.|N/A: 
80365865|Wie gesagt, finde alle Hinweise. Vorher kann ich nichts für dich tun.|N/A: 
80365864|Du wirst da draußen alle Hinweise zusammentragen müssen, bevor ich dir weiterhelfen kann.|N/A: 
80365863|Ich würde dich wirklich gerne unterstützen, aber mir sind die Hände gebunden.|N/A: 
8036584a|Falls du etwas findest, komm zu mir zurück.|N/A: 
80365849|Such den Ort auf und sieh dich nach einem Schriftstück oder so um.|N/A: 
80365845|Pass auf, ich konnte aus den Notizen diese Koordinaten entschlüsseln.|N/A: 
80365844|Dieses Rätsel können wir nur lösen, wenn wir den Hinweisen, die uns die Randnotizen geben, nachgehen.|N/A: 
80365843|Wer auch immer das Buch vor mir gelesen hat, war einem Rätsel auf dem Spur.|N/A: 
80365842|Des Weiteren hat jemand ein paar Randnotizen auf einigen Seiten hinterlassen.|N/A: 
80365841|Irgendetwas passt nicht zusammen. Zwischen den Zeilen liest sich das Machwerk viel zu technisch, als dass es sich um eine reine Glaubenslehre handeln könnte.|N/A: 
80365828|Ich habe mir die ganze Nacht mit Arvids Lehren um die Ohren geschlagen, aber es hat sich ausgezahlt.|N/A: 
80365823|Ihr Weg ist der falsche und endet einzig und allein im Tod.|N/A: 
80365822|Selbst jetzt, wo du unter dem Schutz der Menschen stehst, solltest du dich deiner Herkunft besinnen.|N/A: 
80365821|Aber... so wie du dich kleidest, ist das offenbar schon eine Weile her.|N/A: 
80365808|Hüte dich vor den Elexetoren.|N/A: 
80365807|Solange meine Waffen den Streit unter den Menschen befördern... ist es gut für uns.|N/A: 
80365806|Zwietracht.|böse/kalt
80365805|Was hast du davon, dass du sie mit Waffen belieferst?|N/A: 
80365803|Nein, aber angesichts ihrer Lage ist es unlogisch, wenn sie versuchen würde, mich zu hintergehen.|N/A: 
80365802|Vertraust du ihr?|N/A: 
80365801|Calaan wacht über dich!|N/A: 
80365800|Sein Ableben wird den Rest unter unser Joch zwingen.|böse
803657ff|Dann beweise es und schaff mir diesen starrsinnigen Bauern vom Hals.|hinterlistig
803657e7|Natürlich. Gelobt sei Calaan!|N/A: 
803657e6|Calaan sei mit dir!|N/A: 
803657e5|Ich ziehe mich fürs Erste zurück, du sollst deinen Willen haben.|N/A: 
803657e4|Aber ohne den Rat der Judikatoren befinden wir uns in einem Patt.|N/A: 
803657e3|Ich bin mir unschlüssig, ob du seine Botschaft verstanden hast.|N/A: 
803657e2|Das kann kaum Calaans Wille sein.|N/A: 
803657e1|Tust du das nicht ohnehin schon? Wir sind beide Streiter für Calaans gerechte Sache.|N/A: 
803657e0|Und jetzt frage ich mich, was einer der Unseren hier ohne meine Kenntnis treibt.|N/A: 
803657df|Das war nicht das, worum ich dich gebeten hatte.|N/A: 
803657de|Hmm, na gut.|N/A: 
803657c6|Es ist nur ein Angebot.|N/A: 
803657c5|Ein Kleriker bietet mir seine Hilfe an, das überrascht mich jetzt.|N/A: 
803657c4|Der Hort bietet uns allen Sicherheit.|N/A: 
803657c3|Hier hast es wieder.|zugedröhnt
803657c2|Geh nun, ich muss mich vom bitteren Nachgeschmack der Nachricht erholen.|N/A: 
803657c1|Ich hoffe dieser Umstand wird keine Konsequenzen nach sich ziehen.|N/A: 
803657c0|Ich sehe es dir an. Deine Mission ist gescheitert.|N/A: 
803657bf|Es gab Schwierigkeiten.|N/A: 
803657be|Ich hatte mir das auch anders vorgestellt.|N/A: 
803657bd|Diese Hundesöhne!|N/A: 
803657a5|Deine eigenen Leute überfallen dich?|N/A: 
803657a4|Ein paar Outlaws haben mich ausgeraubt.|N/A: 
803657a3|Ich verstehe nicht?|verwirrt
803657a2|Nicht ganz.|N/A: 
803657a1|Da bist du ja wieder. Und, lief alles nach Plan?|N/A: 
8036579f|Hau ab.|mürrisch
8036579e|Ich sag dir jetzt mal was.|gereizt
8036579d|Du willst nicht zu Verstand kommen, oder?|N/A: 
8036579c|Du weißt das sicher besser als ich, na ja.|N/A: 
80365784|Aber ich machs mal kurz.|N/A: 
80365783|Weil mich ständig Typen anquatschen und ich deswegen nicht vom Fleck komme.|genervt
80365782|Wenn alles schlecht läuft, wirst du den Antennenmast hochklettern müssen.|N/A: 
80365781|Allzu gerne!|N/A: 
80365780|Verlass dich auf mich.|N/A: 
8036577f|Vielleicht frischt diese Kleinigkeit dein Gedächtnis auf.|N/A: 
8036577e|Ich hasse es nachzufragen, aber bist du dir da GANZ sicher?|N/A: 
8036577d|Er MUSS doch irgendetwas in diese Richtung gesagt haben.|N/A: 
8036577b|Ich brauche Informationen darüber, was diese Typen im Schilde führen.|N/A: 
8036546c|Natürlich nicht, ich will ja nicht in Tiefschlaf verfallen.|N/A: 
8036546b|Nichts was dich interessieren würde.|N/A: 
8036546a|Ich nehme an, du willst jetzt nichts über Energieregulatoren hören.|N/A: 
80365469|Ich zahle schon, da kannst du dir sicher sein.|N/A: 
80365468|Na denkst du, ich speise dich mit einer Büchse Bohnen ab?|N/A: 
80365467|Nur wenn es sich lohnt.|N/A: 
80365466|Wenn du irgendwo in deinem Kopf einen Funken Restverstand hast, erkennst du hoffentlich, wie dumm es ist, vor diesen Typen zu kriechen.|N/A: 
80365465|Denk einfach an das Elexit. Dann weißt du, was zu tun ist.|N/A: 
80365464|Ich denke darüber nach.|N/A: 
80365463|Vergiss es.|N/A: 
8036544b|Also tu mal nicht so scheinheilig und mach dich locker!|N/A: 
8036544a|Gegen ist so ein hässliches Wort. Sagen wir einfach, du arbeitest FÜR deine Tasche.|N/A: 
80365449|Wenn du glaubst, ich handele gegen die Kleriker, liegst du falsch.|N/A: 
80365448|So gut wie nichts, ich habe mich bisher nicht sonderlich geschickt angestellt.|N/A: 
80365447|Welche Informationen hast du bisher über die Kleriker zusammengetragen?|N/A: 
80365446|Aber jetzt, wo ich um deine Qualitäten weiß, sollte dir das nicht weiter schwerfallen.|N/A: 
80365445|Natürlich erwarte ich noch, dass du mir den Bericht aus einer anderen Stadt bringst.|N/A: 
80365444|Oder aber, du brichst zum Relikt von Abessa auf. Ansonsten schlag dich bis zum Hort der Kleriker nach Ignadon durch.|N/A: 
80365443|Ohne Berichte gibt es keinen Beitritt.|N/A: 
80365442|Ich hatte doch verlangt, dass ich wissen will, was in den Ländern um uns herum vor sich geht!|N/A: 
8036542a|Und wo sind meine Berichte?|N/A: 
80365429|Also steh hier nicht rum und vergeude nicht meine Zeit.|N/A: 
80365428|Hier, für deinen Bericht.|N/A: 
80365427|Dann haben wenigstens sie erkannt, wer der wahre Feind ist.|N/A: 
80365426|Ihr Augenmerk richtet sich hauptsächlich gegen die Albs.|N/A: 
80365425|Das macht sie nicht weniger gefährlich. Wie sind ihre Kräfte verteilt?|N/A: 
80365424|Sie haben eine schlagkräftige Kriegsmaschinerie, dennoch ist ihre Mannstärke gering.|N/A: 
80365423|Also, wie ist es um ihre Stärke bestellt?|N/A: 
80365421|Dann bist du weit gekommen und hast hoffentlich die Augen offengehalten.|N/A: 
80365409|Hier, nimm das.|N/A: 
80365408|Beachtlich.|N/A: 
80365407|Und ihre Mannstärke?|N/A: 
80365406|Aber besser ich behalte sie im Hinterkopf.|N/A: 
80365405|Hmm, ich hatte immer gehofft, dass die Outlaws sich selbst zerfleischen.|N/A: 
80365404|Eine gut befestigte Stellung und viele Waffen.|N/A: 
80365403|Die Geheimnisse unserer Magie vertrauen wir nicht jedem an, unsere Feinde kennen ihre Macht.|N/A: 
80365402|Vergiss nicht, was der Preis für deine Bemühungen sein wird.|N/A: 
80365401|Hier, das ist für dich.|N/A: 
80365400|Aber jetzt stellt sich die Lage völlig anders dar.|N/A: 
803653e8|Und ich hatte die Stille, die von dort ausgeht, stets als Zeichen von Kriegsvorbereitungen gedeutet.|N/A: 
803653e7|Die Stadt ist hauptsächlich mit sich selbst beschäftigt.|N/A: 
803653e6|Was geht dort vor sich?|N/A: 
803653e5|Dann raus damit, was hast du gesehen?|N/A: 
803653e4|Ich habe den Hort der Kleriker aufgesucht.|N/A: 
803653e3|Ich war im Relikt von Abessa.|N/A: 
803653e2|Ich bin im Fort gewesen.|N/A: 
803653e1|Was hast du herausgefunden?|N/A: 
803653e0|Du wolltest einen Bericht aus einer anderen Stadt.|N/A: 
803653c7|Komm nicht vom Weg ab, dann sollte es ein Leichtes sein, dein Ziel zu erreichen.|N/A: 
803653c5|Außerdem hört es sich schwieriger an, als es ist.|N/A: 
803653c4|Also tu, was ich verlange, sonst wird dir unsere Gemeinschaft auf ewig verwehrt bleiben.|N/A: 
803653c3|Wenn du hier bist, um nur auf die Schnelle ein paar Splitter zu machen, wirst du niemals zum Berserker taugen.|N/A: 
803653c2|Weil DU mir deine Unterstützung angeboten hast.|N/A: 
803653c1|Aber dann wird sich dir niemals die Möglichkeit bieten, UNS beizutreten.|N/A: 
803653c0|Ich kann diese Aufgabe auch jemand anderem übertragen, wenn dir das lieber ist.|N/A: 
803653be|Warum stellst du keinen deiner Leute dafür ab?|N/A: 
803653a6|Ist das nicht ein bisschen viel verlangt?|N/A: 
803653a5|Welche das sind, sei dir überlassen. An deiner Stelle würde ich fürs Erste das Fort in der Wüste von Tavar aufsuchen.|N/A: 
803653a4|Darum wird es DEINE Aufgabe sein, mir den Bericht aus mindestens ZWEI der anderen großen Städte zu bringen.|N/A: 
803653a3|Wir können es uns aber nicht erlauben, die anderen Gemeinschaften aus dem Auge zu verlieren.|N/A: 
803653a2|Um den Sieg gegen die Albs auf unserem Boden zu ermöglichen, waren wir gezwungen unsere Kräfte bündeln.|N/A: 
803653a0|Richtig. Also hör gut zu.|N/A: 
8036539f|Du erwähntest eine spezielle Aufgabe, wenn ich euch beitreten will.|N/A: 
8036539e|Und solltest du wirklich vorhaben, dich ganz in unseren Dienst zu stellen, wirst du eine ganz spezielle Aufgabe von mir bekommen.|N/A: 
8036539d|Erledigst du alles zu meiner Zufriedenheit, hast du mein Vertrauen.|N/A: 
80365384|Vielleicht hast du auch Glück und begegnest ihm im unteren Viertel, dort sieht er oft nach dem Rechten.|N/A: 
80365383|Wärst du tatsächlich im Dienste der Albs, würdest du wohl kaum versuchen, mit Worten an mir vorbeizukommen.|N/A: 
80365382|Und jetzt spitz die Ohren.|N/A: 
80365380|Such einfach die äußere Wand danach ab, klar?|etwas leiser
8036537f|Der Schlüssel passt in einen Mechanismus, den du auf der OSTSEITE der INNEREN Burg findest.|etwas leiser aber sehr deutlich
8036537e|Neuigkeiten verbreiten sich schließlich schnell in der Stadt, besonders die, die aus dem Untergrund an die Oberfläche kommen.|
8036537d|Dann trink dir einen und schlaf eine Nacht drüber.|N/A: 
8036537c|Du wirst es verstehen, wenn du am Ziel bist.|N/A: 
80365364|Warum machst du da so ein Geheimnis draus?|N/A: 
80365363|Ich verstehe nicht, was du meinst.|N/A: 
80365362|Dieses Geschenk ist eine Prüfung. Bestehst du sie, bekommst du Zutritt zu etwas, das im Verborgenen liegt.|N/A: 
80365361|Wenn du dich auf die Suche begibst, wirst du früher oder später wissen, was ich meine.|N/A: 
80365360|Die Antwort liegt im Untergrund.|N/A: 
8036535f|Ich verstehe nicht ganz?|stutzig
8036535e|Was soll ich damit?|N/A: 
8036535c|Hier, noch ein kleines 'Geschenk' für dich.|N/A: 
8036535b|Also, wenn ich etwas für dich tun kann, gib Bescheid.|N/A: 
80365343|Solche Typen muss man einfach ignorieren.|N/A: 
80365342|Ach, vergiss den Kerl. Jede Stadt hat einen Kerl von seinem Schlag.|N/A: 
80365341|Ich habe deinen Streit mit Brabak mitbekommen.|N/A: 
80365340|Dann mach das und bring zur Abwechslung Splitter mit. Ich bin es leid, ständig anschreiben zu lassen.|N/A: 
8036533f|Die Sache ist noch nicht vom Tisch, ich komme wieder!|N/A: 
8036533e|Hau ab!|gereizt
8036533d|Ich hatte dich für klüger gehalten. Zu dumm.|verärgert
8036533c|Besser du gehst mir aus den Augen.|N/A: 
8036533b|Wie konnte ich nur einem Kleriker trauen.|verärgert
8036533a|Ich kann mir denken, was passiert ist.|N/A: 
8036502b|Die habe ich Alois übergeben.|N/A: 
8036502a|Schlag sie dir aus dem Kopf.|N/A: 
80365029|Wo bleibt meine Lieferung?|N/A: 
80365027|Stimmt. Jetzt wo ich darüber nachdenke, siehst du vertrauenswürdig aus.|N/A: 
80365026|Nein, du wirst mir auch SO vertrauen.|eindringlich
80365025|Dann bezahl mich und wir sehen weiter.|N/A: 
80365024|Du kannst mir vertrauen.|N/A: 
8036500a|Vertraust du jedem deine Pläne an?|N/A: 
80365009|Bringst du mir was ich will, wird die Belohnung diese Anzahlung sowieso aufwiegen.|N/A: 
80365008|Und auch wenn ich dich in meine Pläne eingeweiht habe, will ich für den nächsten Schritt einen kleinen Vertrauensbeweis.|N/A: 
80365007|Du begibst dich auf dünnes Eis.|N/A: 
80365006|Und so wie ich das sehe, führen wir hier nur ein Gespräch über das Recht und Unrecht dieser Welt.|N/A: 
80365004|Denkst du, ich habe Angst, dass du mich bei den Klerikern anschwärzt?|N/A: 
80365003|Selbst wenn du mich verpfeifen solltest, ohne Ware steht dein Wort gegen meins.|N/A: 
80365002|Auch wenn du ein Kleriker bist, sollte dir klar sein, WER hier das Opfer ist.|N/A: 
80364fe9|Glaub nicht, ich habe vergessen, mit wem ich hier rede.|N/A: 
80364fe7|Ja ja, komm mir jetzt nicht damit, dass der Handel mit Waffen eine Gefahr für die Allgemeinheit darstellt.|N/A: 
80364fe6|Sie erzählt Kerlen wie dir, wie ungerecht die Welt doch ist.|spöttisch
80364fe5|Und was macht eine Geschäftsfrau ohne Geschäft?|N/A: 
80364fe4|Womit ich auch schon auf das nächste Problem zu sprechen komme.|N/A: 
80364fe3|Ohne ID Karte ist es unmöglich, an den Wachen vorbeizukommen.|N/A: 
80364fe2|Mehr Waffen sorgen für mehr Sicherheit.|N/A: 
80364fe0|Dort könnte ich jetzt meinen Ärger runterspülen, aber was solls.|N/A: 
80364fc8|In solchen Momenten vermisse ich die Taverne in Goliet.|N/A: 
80364fc7|Auch wenn ich dir gesagt hatte, du sollst dich nicht einmischen, bin ich jetzt doch ganz froh.|N/A: 
80364fc6|Aber du irrst dich, Bursche!|gereizt
80364fc5|Du denkst wohl, weil du mich schon einmal geschafft hast, habe ich Angst vor dir.|gereizt
80364fc4|Überleg dir aber in Zukunft, wem du deine Hilfe anbietest, sonst machst du dir mehr Feinde, als dir lieb ist.|N/A: 
80364fc3|Aber ich lebe ja noch, darum will ich nicht nachtragen sein.|N/A: 
80364fc2|Schön, dass du das auch endlich erkennst.|N/A: 
80364fc1|Ja, es war ein Fehler, dich zu verprügeln.|N/A: 
80364fc0|Dann geh jemandem anderes auf die Nerven!|N/A: 
80364fbf|Nein, wieso?|N/A: 
80364fa7|Bist du gekommen, um dich zu entschuldigen?|N/A: 
80364fa6|Aber ich habe schließlich dein Wort, dass du ihn seine eigene Medizin schmecken lässt.|N/A: 
80364fa5|Dabei kann derjenige, der ihm eine Abreibung verpasst, bei mir einen Batzen Splitter einstreichen.|N/A: 
80364fa3|Sicher will er, dass du mir zu seinem Vergnügen aufs Maul haust.|N/A: 
80364fa2|Wegen Brabak...|N/A: 
80364fa1|Das wäre dann auch alles, was du wissen solltest.|N/A: 
80364fa0|Alois ist auf Diebe nicht gut zu sprechen.|N/A: 
80364f9f|Und SOLLTEST du vorhaben, hier und da etwas einzustecken, kann ich nur davon abraten.|N/A: 
80364f9e|Der Süden der Stadt ist recht ruhig, da passiert für gewöhnlich nicht viel.|N/A: 
80364f86|Im Westteil sieht es da schon anders aus, aber da läufst du Gefahr, dass dir die Kleriker in den Ohren liegen.|N/A: 
80364f85|Da hängen ein paar wirklich schräge Vögel rum.|N/A: 
80364f84|Also, wenn ich DU wäre, würde ich den Nordteil der Stadt meiden.|N/A: 
80364f83|Erzähl mir etwas über die Stadt.|N/A: 
80364f82|Tiefer kann ich kaum noch sinken.|N/A: 
80364f81|Kaum einer lässt noch etwas springen.|N/A: 
80364f80|Ich hoffe, du kannst meine Lage nachvollziehen.|N/A: 
80364f7f|Seitdem kratze ich mein Essen aus Mülltonnen heraus und trink aus Pfützen.|N/A: 
80364f7e|Ein paar üble Typen haben mir unmissverständlich klargemacht, dass hier nichts mehr für mich zu holen ist.|N/A: 
80364f7d|Tut mir leid, da ist nichts mehr zu machen.|N/A: 
80364f65|Kann dir ja nichts geben, wenn ich nichts habe.|N/A: 
80364f64|Du bist zu früh dran.|N/A: 
80364f63|Ich brauche immer eine Woche.|N/A: 
80364f62|Natürlich, hier.|N/A: 
80364f61|Hier, mehr ist nicht drin für diese Woche.|N/A: 
80364f60|Gib mir, was du erbettelt hast.|N/A: 
80364f5f|Schneller schaffe ich es nicht.|N/A: 
80364f5e|Komm einfach wöchentlich vorbei und ich gebe dir, wonach du verlangst.|N/A: 
80364f5d|Dann muss es wohl so sein.|seufzt
80364f5c|Von wegen, du wirst mir jeden Splitter ersetzen.|N/A: 
80364f44|Danke, Alter. DANKE!|N/A: 
80364f43|Ich werde es bereuen, aber gut. Verschwinde einfach.|N/A: 
80364f42|Ich verziehe mich auch besser. Nicht, dass du es dir noch einmal anders überlegst.|N/A: 
80364f41|Hier, das ist alles, wirklich alles.|erleichtert/ängstlich
80364f40|OK, k... kein Problem!|erleichtert/ängstlich
80364f3f|Alles was ich will, ist die Chance auf einen Neuanfang.|N/A: 
80364f3e|Kannst du mich nicht einfach ziehen lassen? Ich mache dir auch bestimmt keine Probleme mehr.|bettelnd
80364f3d|In Zukunft treibst du Splitter für MICH ein.|N/A: 
80364f3c|Dann gibst du mir jetzt alles, was du in den Taschen hast.|N/A: 
80364f3b|Aber mach dir keine Hoffnungen. Niemand auf ganz Magalan weiß, wo er sich versteckt hält.|N/A: 
80364f23|MEINE Splitter. WO SIND SIE?|nachdrücklich
80364f22|Ich will nur, dass du weißt, dass man mich dazu getrieben hat, ahnungslosen Leuten mit irgendwelchen Geschichten ein paar Splitter abzuschwatzen.|N/A: 
